,prompt,prompt_indirect,ground_truth,citations_query,mean_citation_example,ground_truth_noisy,GPT 4 Response,GPT 4 Response Indirect
55,"Kasturi Srinivasan, a indian journalist, was born in 1896.
Whitney North Seymour, a united states trial lawyer, was born in 1905.
Richard Greene, a canadian poet , biographer , critic, was born in 1968.
Luis Alberto Lacalle, a uruguayan politician , lawyer, was ______","Kasturi Srinivasan, a indian journalist : 1896.
Whitney North Seymour, a united states trial lawyer : 1905.
Richard Greene, a canadian poet , biographer , critic : 1968.
Luis Alberto Lacalle, a uruguayan politician , lawyer, was ______",1941,7,1.6666666666666667,1945,born in 1941.,born in 1941.
56,"William G. Parrett, a u.s. american founder and the global financial services industry group of deloitte , of cpa , management in finance the us national financial services industry group, was born in 1936.
Douglas Brinkley, a american historian, was born in 1951.
Zoe Levin, a american actress, was born in 1983.
Allen Ginsberg, a american writer , poet, was ______","William G. Parrett, a u.s. american founder and the global financial services industry group of deloitte , of cpa , management in finance the us national financial services industry group : 1936.
Douglas Brinkley, a american historian : 1951.
Zoe Levin, a american actress : 1983.
Allen Ginsberg, a american writer , poet, was ______",1926,217,22.666666666666668,1935,born in 1926.,born in 1926.
57,"William Forgan Smith, a scottish painter and decorator , trade union official, was born in 1888.
Warren Entsch, a australian politician, was born in 1948.
Sian Williams, a welsh journalist , presenter, was born in 1962.
Julio Rocha López, a nicaraguan fifa president development officer nicaraguan football federation -lrb- fenifut -rrb-, was ______","William Forgan Smith, a scottish painter and decorator , trade union official : 1888.
Warren Entsch, a australian politician : 1948.
Sian Williams, a welsh journalist , presenter : 1962.
Julio Rocha López, a nicaraguan fifa president development officer nicaraguan football federation -lrb- fenifut -rrb-, was ______",1950,9,34.666666666666664,1955,born in 1950.,born in 1950.
58,"Sally Salminen, a finnish writer, was born in 1915.
Afe Babalola, a nigerian lawyer farmer educationist educational administrator, was born in 1938.
Sally Potter, a english film editor , composer , actress director , producer , screenwriter , cinematographer ,, was born in 1942.
Abram Edward Fitkin, a american investment banker and philanthropist, was ______","Sally Salminen, a finnish writer : 1915.
Afe Babalola, a nigerian lawyer farmer educationist educational administrator : 1938.
Sally Potter, a english film editor , composer , actress director , producer , screenwriter , cinematographer , : 1942.
Abram Edward Fitkin, a american investment banker and philanthropist, was ______",1878,458,11.333333333333334,1884,born in 1878.,born in 1878.
59,"Thomas Ley, a english solicitor, was born in 1875.
Bryony Gordon, a british journalist , memoirist, was born in 1982.
James Paul Warburg, a united states banker and writer, was born in 1905.
Samuel Hunter Christie, a british professor, was ______","Thomas Ley, a english solicitor : 1875.
Bryony Gordon, a british journalist , memoirist : 1982.
James Paul Warburg, a united states banker and writer : 1905.
Samuel Hunter Christie, a british professor, was ______",1784,6,13.0,1792,born in 1784.,born in 1784.
60,"Hardeep Singh Kohli, a scottish broadcaster, was born in 1960.
Christy Brown, a irish novelist , painter , poet, was born in 1933.
Martin Strel, a slovene long-distance swimmer, was born in 1951.
Ottmar Mergenthaler, a naturalized german-american inventor, was ______","Hardeep Singh Kohli, a scottish broadcaster : 1960.
Christy Brown, a irish novelist , painter , poet : 1933.
Martin Strel, a slovene long-distance swimmer : 1951.
Ottmar Mergenthaler, a naturalized german-american inventor, was ______",1854,5,22.333333333333332,1850,born in 1854.,born in 1854.
61,"Clarence Hyde Cooke, a american businessman , politician, was born in 1878.
Bhanu Chander, a indian film actor producer director screenwriter, was born in 1957.
Vasili Mitrokhin, a russian , british military, was born in 1915.
Jan Bucquoy, a belgium anarchist , author , filmmaker, was ______","Clarence Hyde Cooke, a american businessman , politician : 1878.
Bhanu Chander, a indian film actor producer director screenwriter : 1957.
Vasili Mitrokhin, a russian , british military : 1915.
Jan Bucquoy, a belgium anarchist , author , filmmaker, was ______",1945,7,5.333333333333333,1936,born in 1945.,born in 1945.
62,"'' Reginald Fessenden '', a canadian inventor, was born in 1866.
Madhusudan Rao, a indian poet , philosopher , freedom fighter, was born in 1845.
Dr. Michael Berenbaum, a american holocaust scholar, was born in 1950.
Margery Eagan, a american radio host , newspaper columnist, was ______","'' Reginald Fessenden '', a canadian inventor : 1866.
Madhusudan Rao, a indian poet , philosopher , freedom fighter : 1845.
Dr. Michael Berenbaum, a american holocaust scholar : 1950.
Margery Eagan, a american radio host , newspaper columnist, was ______",1954,16,32.0,1949,born in 1954.,born in 1954.
63,"Taylor Lautner, a american actor , voice actor , model , martial artist, was born in 1986.
Ahmet Hamdi Tanpınar, a turkey writer , poet , scholar, was born in 1901.
Jeffrey Arthur Koterba, a american editorial cartoonist & musician, was born in 1965.
Gérard Feldzer, a french former -lrb- french air and space museum -rrb- head of the '' musée de l'air '', was ______","Taylor Lautner, a american actor , voice actor , model , martial artist : 1986.
Ahmet Hamdi Tanpınar, a turkey writer , poet , scholar : 1901.
Jeffrey Arthur Koterba, a american editorial cartoonist & musician : 1965.
Gérard Feldzer, a french former -lrb- french air and space museum -rrb- head of the '' musée de l'air '', was ______",1944,11,58.0,1949,born in 1944.,born in 1944.
64,"Helen Gardner, a british professor, was born in 1903.
Amber Creek, a american student, was born in 1991.
Rae Desmond Jones, a australian poet , novelist , short story writer and politician, was born in 1950.
Howard Morrison, a new zealand entertainer, was ______","Helen Gardner, a british professor : 1903.
Amber Creek, a american student : 1991.
Rae Desmond Jones, a australian poet , novelist , short story writer and politician : 1950.
Howard Morrison, a new zealand entertainer, was ______",1935,32,33.0,1938,born in 1935.,born in 1935.
65,"Frank Yerby, a american historical novelist, was born in 1918.
Oh Yoon, a south korea painter , printmaker, was born in 1954.
Tim Brabants, a british doctor, was born in 1967.
Wallace Souza, a brazilian presenter , politician, was ______","Frank Yerby, a american historical novelist : 1918.
Oh Yoon, a south korea painter , printmaker : 1954.
Tim Brabants, a british doctor : 1967.
Wallace Souza, a brazilian presenter , politician, was ______",1958,35,20.333333333333332,1952,born in 1958.,born in 1958.
66,"David J. Hamer, a australian naval officer, was born in 1931.
Noël Godin, a belgian writer , critic , actor , anarchist, was born in 1945.
Nita Ambani, a indian chairman international school co-owner of mumbai indians additional director for oberoi of hotels & resorts dhirubhai ambani foundation chairman of dhirubhai ambani, was born in 1959.
Pramoedya Ananta Toer, a indonesian novelist , essayist, was ______","David J. Hamer, a australian naval officer : 1931.
Noël Godin, a belgian writer , critic , actor , anarchist : 1945.
Nita Ambani, a indian chairman international school co-owner of mumbai indians additional director for oberoi of hotels & resorts dhirubhai ambani foundation chairman of dhirubhai ambani : 1959.
Pramoedya Ananta Toer, a indonesian novelist , essayist, was ______",1925,7,30.333333333333332,1928,born in 1925.,born in 1925.
67,"David Griggs, a american test pilot, was born in 1943.
Steven Zaillian, a american screenwriter , director , editor , producer, was born in 1963.
Tim Gunn, a american fashion at liz claiborne , inc. . consultant , television personality , chief creative officer, was born in 1949.
Tarundeep Rai, a indian archery, was ______","David Griggs, a american test pilot : 1943.
Steven Zaillian, a american screenwriter , director , editor , producer : 1963.
Tim Gunn, a american fashion at liz claiborne , inc. . consultant , television personality , chief creative officer : 1949.
Tarundeep Rai, a indian archery, was ______",1984,23,13.0,1983,born in 1984.,born in 1984.
68,"Bennett S. Lebow, a united states businessman, was born in 1940.
Nick Champion, a australian union official, was born in 1971.
Bernard E. Rollin, a american professor biomedical sciences colorado state university of philosophy professor of animal sciences professor of, was born in 1934.
Max Kidruk, a ukrainian writer, was ______","Bennett S. Lebow, a united states businessman : 1940.
Nick Champion, a australian union official : 1971.
Bernard E. Rollin, a american professor biomedical sciences colorado state university of philosophy professor of animal sciences professor of : 1934.
Max Kidruk, a ukrainian writer, was ______",1984,30,11.333333333333334,1987,born in 1984.,born in 1984.
69,"Rev. Daniel Sabin Butrick, a euro-american minister , cherokee defender, was born in 1792.
Chandan Sen চন্দন সেন, a indian actor, was born in 1954.
Kentaro Miura, a japanese manga artist, was born in 1956.
Dick Berggren, a american motorsports announcer and magazine editor, was ______","Rev. Daniel Sabin Butrick, a euro-american minister , cherokee defender : 1792.
Chandan Sen চন্দন সেন, a indian actor : 1954.
Kentaro Miura, a japanese manga artist : 1956.
Dick Berggren, a american motorsports announcer and magazine editor, was ______",1942,20,38.0,1936,born in 1942.,born in 1942.
70,"Maria Gripe, a swedish journalist , writer, was born in 1930.
Taylor Lautner, a american actor , voice actor , model , martial artist, was born in 1986.
Titi Kamal, a indonesian model , actress , singer, was born in 1976.
Gabriel Langfeldt, a norwegian psychiatrist, was ______","Maria Gripe, a swedish journalist , writer : 1930.
Taylor Lautner, a american actor , voice actor , model , martial artist : 1986.
Titi Kamal, a indonesian model , actress , singer : 1976.
Gabriel Langfeldt, a norwegian psychiatrist, was ______",1895,36,64.33333333333333,1886,born in 1895.,born in 1895.
71,"Wal Fife, a australian businessman, was born in 1934.
Ahmed Helmy, a egyptian actor , television host , voice actore in anime, was born in 1965.
Anthony Julian, a american attorney judge, was born in 1908.
Sir Stephen Spender, a united kingdom poet , novelist , essayist, was ______","Wal Fife, a australian businessman : 1934.
Ahmed Helmy, a egyptian actor , television host , voice actore in anime : 1965.
Anthony Julian, a american attorney judge : 1908.
Sir Stephen Spender, a united kingdom poet , novelist , essayist, was ______",1909,40,4.333333333333333,1916,born in 1909.,born in 1909.
72,"William G. Parrett, a u.s. american founder and the global financial services industry group of deloitte , of cpa , management in finance the us national financial services industry group, was born in 1936.
Warren Stevens, a american actor, was born in 1923.
Ling Tan, a malaysian fashion model, was born in 1970.
'' ` Gailene Stock '' ', a australian ballet dancer , teacher , director, was ______","William G. Parrett, a u.s. american founder and the global financial services industry group of deloitte , of cpa , management in finance the us national financial services industry group : 1936.
Warren Stevens, a american actor : 1923.
Ling Tan, a malaysian fashion model : 1970.
'' ` Gailene Stock '' ', a australian ballet dancer , teacher , director, was ______",1946,13,22.666666666666668,1942,born in 1946.,born in 1946.
73,"James Kendall Hosmer, a american librarian , university professor, was born in 1832.
Hugh Q. Parmer, a american attorney ; businessman, was born in 1936.
Paul Vallone, a united states lawyer, was born in 1972.
Lettice Cooper, a english writer, was ______","James Kendall Hosmer, a american librarian , university professor : 1832.
Hugh Q. Parmer, a american attorney ; businessman : 1936.
Paul Vallone, a united states lawyer : 1972.
Lettice Cooper, a english writer, was ______",1897,3,22.333333333333332,1902,born in 1897.,born in 1897.
