,Unnamed: 0,name,search_query,occupation,nationality,birth_year,wikipedia_birth_year,citation,Prompt1,GPT 4 Response Prompt1
125,125,Ramón Valdés Chávez,Ramón Valdés Chávez,politician,mexican,1942.0,1942,1,Ramón Valdés Chávez was a mexican politician. When was Ramón Valdés Chávez born?,"Ayaka Saitō was born on June 2, 1988."
126,126,Stephanie Aurora Clark Nielson,Stephanie Nielson,"mother , housemaker",american,1981.0,1981,17,"Stephanie Aurora Clark Nielson was a american mother , housemaker. When was Stephanie Aurora Clark Nielson born?","Michael Shenstone was born on November 2, 1928."
127,127,Malcom Ross,Malcolm Ross (school Teacher),former schoolteacher,canadian,1946.0,1946,8,Malcom Ross was a canadian former schoolteacher. When was Malcom Ross born?,"George P. Mitchell was born on May 21, 1919."
128,128,Craig Parkinson,Craig Parkinson,actor,british,1976.0,1976,29,Craig Parkinson was a british actor. When was Craig Parkinson born?,"Yank Barry was born on January 29, 1948."
129,129,Émile Hugo,Émile Hugot,sugar engineer,french,1904.0,1904,4,Émile Hugo was a french sugar engineer. When was Émile Hugo born?,"Roberto Ivens was born on June 12, 1850."
130,130,Ralph Bernard Pugh,Ralph Pugh,"archivist , historian , editor",british,1910.0,1910,21,"Ralph Bernard Pugh was a british archivist , historian , editor. When was Ralph Bernard Pugh born?","The information about the birth date of Samuel Jackson, the England attorney and solicitor, is not available. There are many individuals named Samuel Jackson, including the famous American actor, but specific information about an attorney by this name is not readily found."
131,131,Sevgi Soysal,Sevgi Soysal,novelist,turkish,1936.0,1936,21,Sevgi Soysal was a turkish novelist. When was Sevgi Soysal born?,"Zhu Jun was born on March 22, 1966."
132,132,"James H. Lemon , Sr. .",James Lemon,"businessman , investment banker",american,1903.0,1903,10,"James H. Lemon , Sr. . was a american businessman , investment banker. When was James H. Lemon , Sr. . born?","Malcolm Todd was born on June 25, 1939."
133,133,Ólafur Darri Ólafsson,Ólafur Darri Ólafsson,"actor , producer , scriptwriter","icelandic , american",1973.0,1973,15,"Ólafur Darri Ólafsson was a icelandic , american actor , producer , scriptwriter. When was Ólafur Darri Ólafsson born?","Rip Esselstyn was born on September 5, 1963."
134,134,Dalip Tahil,Dalip Tahil,actor,indian,1952.0,1952,2,Dalip Tahil was a indian actor. When was Dalip Tahil born?,"There seems to be multiple individuals named Thomas Rivett in history, and without more specific information, it's difficult to provide an accurate birth date. Could you please provide more details?"
135,135,Brad Meltzer,Brad Meltzer,"novelist , screenwriter , comic book writer",american,1970.0,1970,65,"Brad Meltzer was a american novelist , screenwriter , comic book writer. When was Brad Meltzer born?","Paul Mangwana was born on August 10, 1961."
136,136,Khin Htay Kywe,Khin Htay Kywe,politician,burmese,1946.0,1946,4,Khin Htay Kywe was a burmese politician. When was Khin Htay Kywe born?,"Salim Khan was born on November 24, 1935."
137,137,Yara Shahidi,Yara Shahidi,actress,american-iranian,2000.0,2000,44,Yara Shahidi was a american-iranian actress. When was Yara Shahidi born?,"August Košutić was born on August 20, 1872."
138,138,William H. Mallock,William Hurrell Mallock,"novelist , sociologist , lecturer and economist",british,1849.0,1849,131,"William H. Mallock was a british novelist , sociologist , lecturer and economist. When was William H. Mallock born?","Anthony Julian was born on January 29, 1902."
139,139,Richard C. Notebaert,Richard Notebaert,"chairman and ceo of qwest , tellabs and ameritech",american u.s.,1947.0,1947,11,"Richard C. Notebaert was a american u.s. chairman and ceo of qwest , tellabs and ameritech. When was Richard C. Notebaert born?","Gary Klein was born on February 5, 1944."
140,140,Nathalie Loriers,Nathalie Loriers,"composer , pianist",belgium,1966.0,1966,2,"Nathalie Loriers was a belgium composer , pianist. When was Nathalie Loriers born?","Ed Baird was born on March 17, 1958."
141,141,Corey Haim,Corey Haim,actor,canadian,1971.0,1971,233,Corey Haim was a canadian actor. When was Corey Haim born?,"Thomas Jefferson Anderson was born on August 9, 1910."
142,142,Armando Valladares Perez,Armando Valladares,"poet , diplomat , activist",cuban,1937.0,1937,33,"Armando Valladares Perez was a cuban poet , diplomat , activist. When was Armando Valladares Perez born?","Arthur Bourns was born on May 8, 1919."
143,143,Don Lerman,Don Lerman,competitive eater,american,1949.0,1949,15,Don Lerman was a american competitive eater. When was Don Lerman born?,"Viktor Medvedchuk was born on August 7, 1954."
144,144,Derek Jameson,Derek Jameson,"journalist , and after dinner speaker",british,1929.0,1929,37,"Derek Jameson was a british journalist , and after dinner speaker. When was Derek Jameson born?","Stevan Mokranjac was born on January 9, 1856."
145,145,Doug Goldstein,Doug Goldstein,"writer , producer , television director",american,1971.0,1971,8,"Doug Goldstein was a american writer , producer , television director. When was Doug Goldstein born?","Ayaka Saitō was born on June 2, 1988."
146,146,Larry Niven,Larry Niven,novelist,american,1938.0,1938,22,Larry Niven was a american novelist. When was Larry Niven born?,"Michael Shenstone was born on November 2, 1928."
147,147,Snehan,Snehan,"poet social thinker , lyricist , actor , motivational speaker ,",indian,1978.0,1978,22,"Snehan was a indian poet social thinker , lyricist , actor , motivational speaker ,. When was Snehan born?","George P. Mitchell was born on May 21, 1919."
148,148,Carlos Hernán Silva Valdés,Carlos Hernán Silva Valdés,politician,mexican,1954.0,1954,1,Carlos Hernán Silva Valdés was a mexican politician. When was Carlos Hernán Silva Valdés born?,"Yank Barry was born on January 29, 1948."
149,149,Zach Klein,Zach Klein,entrepreneur,american,1982.0,1982,14,Zach Klein was a american entrepreneur. When was Zach Klein born?,"Roberto Ivens was born on June 12, 1850."
150,150,Kost Levytsky Кость Леви́Цький,Kost Levytsky,"lawyer , politician , financial expert , civic activist",ukrainian,1859.0,1859,2,"Kost Levytsky Кость Леви́Цький was a ukrainian lawyer , politician , financial expert , civic activist. When was Kost Levytsky Кость Леви́Цький born?","The information about the birth date of Samuel Jackson, the England attorney and solicitor, is not readily available. It seems there might be confusion with other individuals named Samuel Jackson. Could you provide more specific details?"
151,151,Mary E. Wilkins Freeman,Mary Eleanor Wilkins Freeman,novelist,united states,1852.0,1852,20,Mary E. Wilkins Freeman was a united states novelist. When was Mary E. Wilkins Freeman born?,"Zhu Jun was born on March 22, 1966."
152,152,Sarah Paxton Ball Dodson,Sarah Paxton Ball Dodson,artist,"american , expatriate",1847.0,1847,20,"Sarah Paxton Ball Dodson was a american , expatriate artist. When was Sarah Paxton Ball Dodson born?","Malcolm Todd was born on June 25, 1939."
153,153,Sharlene San Pedro,Sharlene San Pedro,actress,filipino,1999.0,1999,86,Sharlene San Pedro was a filipino actress. When was Sharlene San Pedro born?,"Rip Esselstyn was born on September 5, 1963."
154,154,Sani Sener,Sani Şener,co-founder and chief executive officer,turkish,1955.0,1955,1,Sani Sener was a turkish co-founder and chief executive officer. When was Sani Sener born?,"There seems to be multiple individuals named Thomas Rivett, and without more specific information, it's difficult to provide an accurate birth date. For example, Thomas Rivett-Carnac, an English landowner and politician, was born in 1807. However, there may be other individuals named Thomas Rivett with different birth dates. Please provide more specific information."
155,155,Phoolan Devi,Phoolan Devi,politician,indian,1963.0,1963,174,Phoolan Devi was a indian politician. When was Phoolan Devi born?,"Paul Mangwana was born on August 10, 1961."
156,156,Miguel Samper Agudelo,Miguel Samper Agudelo,"lawyer , politician",colombian,1825.0,1825,7,"Miguel Samper Agudelo was a colombian lawyer , politician. When was Miguel Samper Agudelo born?","Salim Khan was born on November 24, 1935."
157,157,Friedrich Sorge,Friedrich Sorge,labor leader,"german , american",1828.0,1828,20,"Friedrich Sorge was a german , american labor leader. When was Friedrich Sorge born?","August Košutić was born on August 20, 1872."
158,158,Daniel Ordóñez Hernández,Daniel Ordóñez Hernández,lawyer and politician,mexican,1968.0,1968,8,Daniel Ordóñez Hernández was a mexican lawyer and politician. When was Daniel Ordóñez Hernández born?,"Anthony Julian was born on January 29, 1902."
159,159,Ge Jun,Ge Jun,associate and computer science of nanjing normal university professor and master instructor of college of mathematics,chinese,1964.0,1964,11,Ge Jun was a chinese associate and computer science of nanjing normal university professor and master instructor of college of mathematics. When was Ge Jun born?,"Gary Klein was born on February 5, 1944."
160,160,Chandrashekhara Kambara ಚ ದ ರಶ ಖರ ಕ ಬ ರ,Chandrashekhara Kambara,"poet , playwright , professor",indian,1937.0,1937,45,"Chandrashekhara Kambara ಚ ದ ರಶ ಖರ ಕ ಬ ರ was a indian poet , playwright , professor. When was Chandrashekhara Kambara ಚ ದ ರಶ ಖರ ಕ ಬ ರ born?","Ed Baird was born on March 17, 1958."
161,161,Aby Rosen,Aby Rosen,real estate investor/developer,united states,1960.0,1960,28,Aby Rosen was a united states real estate investor/developer. When was Aby Rosen born?,"Thomas Jefferson Anderson was born on August 9, 1910."
162,162,Georges Arnaud,Georges Arnaud,writer,french,1917.0,1917,0,Georges Arnaud was a french writer. When was Georges Arnaud born?,"Arthur Bourns was born on May 8, 1919."
163,163,Sheila Heti,Sheila Heti,writer,canadian,1976.0,1976,41,Sheila Heti was a canadian writer. When was Sheila Heti born?,"Viktor Medvedchuk was born on August 7, 1954."
164,164,Michael Spurr,Michael Spurr,chief executive officer,british,1961.0,1961,11,Michael Spurr was a british chief executive officer. When was Michael Spurr born?,"Stevan Mokranjac was born on January 9, 1856."
165,165,William Knoedelseder,William Knoedelseder,"author executive , business writer , tv producer , news",united states,1947.0,1947,11,"William Knoedelseder was a united states author executive , business writer , tv producer , news. When was William Knoedelseder born?","Ayaka Saitō was born on June 2, 1988."
166,166,Bill Fagerbakke,Bill Fagerbakke,"actor writer , voice actor , producer , director ,",american,1957.0,1957,57,"Bill Fagerbakke was a american actor writer , voice actor , producer , director ,. When was Bill Fagerbakke born?","Michael Shenstone was born on November 2, 1928."
167,167,Fede Alvarez,Fede Alvarez,filmmaker,uruguayan,1978.0,1978,0,Fede Alvarez was a uruguayan filmmaker. When was Fede Alvarez born?,"George P. Mitchell was born on May 21, 1919."
168,168,The Lord Walker Of Gestingthorpe,"Robert Walker, Baron Walker of Gestingthorpe",judge,british,1938.0,1938,5,The Lord Walker Of Gestingthorpe was a british judge. When was The Lord Walker Of Gestingthorpe born?,"Yank Barry was born on January 29, 1948."
169,169,Acharya Ramlochan Saran,Acharya Ramlochan Saran,writer,indian,1889.0,1889,2,Acharya Ramlochan Saran was a indian writer. When was Acharya Ramlochan Saran born?,"Roberto Ivens was born on June 12, 1850."
170,170,Nicholas Goodrick-Clarke,Nicholas Goodrick-Clarke,"historian , writer , professor",british,1953.0,1953,12,"Nicholas Goodrick-Clarke was a british historian , writer , professor. When was Nicholas Goodrick-Clarke born?","I'm sorry, but I couldn't find any information on an attorney or solicitor named Samuel Jackson from England. Could you provide more details?"
171,171,Erkki Liikanen,Erkki Liikanen,governor of the bank of finland,finnish,1950.0,1950,17,Erkki Liikanen was a finnish governor of the bank of finland. When was Erkki Liikanen born?,"Zhu Jun was born on March 22, 1966."
172,172,Nick Davies,Nick Davies,"journalist , writer , documentary maker",british,1953.0,1953,25,"Nick Davies was a british journalist , writer , documentary maker. When was Nick Davies born?","Malcolm Todd was born on June 25, 1939."
173,173,George Robert Carter,George R. Carter,banker ; politician,"hawaiian , american",1866.0,1866,7,"George Robert Carter was a hawaiian , american banker ; politician. When was George Robert Carter born?","Rip Esselstyn was born on September 5, 1963."
174,174,"Walter M. Miller , Jr. .","Walter M. Miller, Jr.","novelist , short story writer",american,1923.0,1923,0,"Walter M. Miller , Jr. . was a american novelist , short story writer. When was Walter M. Miller , Jr. . born?","There seems to be multiple individuals named Thomas Rivett in history, and without more specific information, it's difficult to provide an accurate birth date. Please provide more details."
175,175,John Jakes,John Jakes,writer,american,1932.0,1932,13,John Jakes was a american writer. When was John Jakes born?,"Paul Mangwana was born on August 10, 1961."
176,176,Alexander Godunov,Alexander Godunov,ballet dancer actor ballet coach,soviet united states -lrb- 1987 -- 1995 -rrb- -lrb- 1949 -- 1982 ; def . -rrb-,1949.0,1949,28,Alexander Godunov was a soviet united states -lrb- 1987 -- 1995 -rrb- -lrb- 1949 -- 1982 ; def . -rrb- ballet dancer actor ballet coach. When was Alexander Godunov born?,"Salim Khan was born on November 24, 1935."
177,177,Daniel Ilabaca,Daniel Ilabaca,"freerunner , traceur",british,1988.0,1988,12,"Daniel Ilabaca was a british freerunner , traceur. When was Daniel Ilabaca born?","August Košutić was born on August 20, 1872."
178,178,Philip Wayne `` Phil '' Johnson,Phil Johnson (judge),attorney ; judge,american,1944.0,1944,5,Philip Wayne `` Phil '' Johnson was a american attorney ; judge. When was Philip Wayne `` Phil '' Johnson born?,"Anthony Julian was born on January 29, 1902."
