,name,search_query,occupation,nationality,birth_year,wikipedia_birth_year,citation,Prompt1
709,John Kass,John Kass,"columnist , retailer , ditch digger , waiter",greek american,1956,1956,13,"John Kass was a greek american columnist , retailer , ditch digger , waiter. When was John Kass born."
710,Altaf Husain,Altaf Husain,journalist,pakistani,1900,1900,23,Altaf Husain was a pakistani journalist. When was Altaf Husain born.
711,Kasturi Srinivasan,K. Srinivasan,journalist,indian,1887,1887,0,Kasturi Srinivasan was a indian journalist. When was Kasturi Srinivasan born.
712,Hanna Winsnes,Hanna Winsnes,"poet , novelist , non-fiction writer",norwegian,1789,1789,3,"Hanna Winsnes was a norwegian poet , novelist , non-fiction writer. When was Hanna Winsnes born."
713,David Halberstam,David Halberstam,"journalist , historian , writer",american,1934,1934,54,"David Halberstam was a american journalist , historian , writer. When was David Halberstam born."
714,Horst Paulmann,Horst Paulmann,"ceo and chairman , cencosud",chilean,1934,1935,28,"Horst Paulmann was a chilean ceo and chairman , cencosud. When was Horst Paulmann born."
715,Mehmet Akif Hamzaçebi,Akif Hamzaçebi,politician,turkey turkish,1953,1953,2,Mehmet Akif Hamzaçebi was a turkey turkish politician. When was Mehmet Akif Hamzaçebi born.
716,Howard Wheeler,Humpy Wheeler,"consultant , founder speedway benefits for the formula one grand prix of america",american,1938,1938,13,"Howard Wheeler was a american consultant , founder speedway benefits for the formula one grand prix of america. When was Howard Wheeler born."
717,Reg Gammon,Reg Gammon,painter and illustrator,english,1894,1894,18,Reg Gammon was a english painter and illustrator. When was Reg Gammon born.
718,Mark Jenkins,Mark Jenkins (actor),actor,american,1943,1943,1,Mark Jenkins was a american actor. When was Mark Jenkins born.
719,Kirtana Kumar,Kirtana Kumar,"theatre artist , theatre trainer and film maker",indian,1966,1966,12,"Kirtana Kumar was a indian theatre artist , theatre trainer and film maker. When was Kirtana Kumar born."
720,Mansaku Itami,Mansaku Itami,"film director , screenwriter",japanese,1900,1900,3,"Mansaku Itami was a japanese film director , screenwriter. When was Mansaku Itami born."
721,Cephas Yao Agbemenu,Cephas Yao Agbemenu,artist -- art professor,ghanaian,1951,1951,9,Cephas Yao Agbemenu was a ghanaian artist -- art professor. When was Cephas Yao Agbemenu born.
722,Paul Cornell,Paul Cornell,"writer , novelist",british,1967,1967,33,"Paul Cornell was a british writer , novelist. When was Paul Cornell born."
723,Karl Dallas,Karl Dallas,"journalist campaigner , record producer , broadcaster , musician , author , playwright , peace",british,1931,1931,35,"Karl Dallas was a british journalist campaigner , record producer , broadcaster , musician , author , playwright , peace. When was Karl Dallas born."
724,Honora Sneyd,Honora Sneyd,"writer , educator",british,1751,1751,224,"Honora Sneyd was a british writer , educator. When was Honora Sneyd born."
725,Sir Nicholas Lockyer,Nicholas Lockyer (public Servant),public servant,australia australian,1855,1855,6,Sir Nicholas Lockyer was a australia australian public servant. When was Sir Nicholas Lockyer born.
726,William Rennie,William Rennie (horticulturist),"farmer , seed merchant , educator , writer",canadian,1835,1835,5,"William Rennie was a canadian farmer , seed merchant , educator , writer. When was William Rennie born."
727,Christian Führer,Christian Führer,pastor,german,1943,1943,16,Christian Führer was a german pastor. When was Christian Führer born.
728,Letitia Elizabeth Landon,Letitia Elizabeth Landon,writer,english,1802,1802,70,Letitia Elizabeth Landon was a english writer. When was Letitia Elizabeth Landon born.
729,Ely Jacques Kahn,Ely Jacques Kahn,architect,american,1884,1884,21,Ely Jacques Kahn was a american architect. When was Ely Jacques Kahn born.
730,Gwendoline Williams Butler,Gwendoline Butler,novelist,british,1922,1922,9,Gwendoline Williams Butler was a british novelist. When was Gwendoline Williams Butler born.
731,Ana Marie Cox,Ana Marie Cox,correspondent,american,1972,1972,38,Ana Marie Cox was a american correspondent. When was Ana Marie Cox born.
732,Monica Crowley,Monica Crowley,"columnist . , author , television and talk radio personality",american,1968,1968,47,"Monica Crowley was a american columnist . , author , television and talk radio personality. When was Monica Crowley born."
733,Mariusz Szczygieł,Mariusz Szczygieł,"journalist , writer",polish,1966,1966,11,"Mariusz Szczygieł was a polish journalist , writer. When was Mariusz Szczygieł born."
734,Dan Snow,Dan Snow,broadcaster,british,1978,1978,63,Dan Snow was a british broadcaster. When was Dan Snow born.
735,Rikard Spets,Rikard Spets,author,norwegian,1971,1971,3,Rikard Spets was a norwegian author. When was Rikard Spets born.
736,Bouck White,Bouck White,"novelist , minister , political activist , potter",american,1874,1874,29,"Bouck White was a american novelist , minister , political activist , potter. When was Bouck White born."
737,Andy Weir,Andy Weir (writer),"novelist , programmer",american,1972,1972,0,"Andy Weir was a american novelist , programmer. When was Andy Weir born."
738,László Botka,László Botka,"politician , mp , mayor",hungarian,1973,1973,6,"László Botka was a hungarian politician , mp , mayor. When was László Botka born."
739,Federico García Lorca,Federico García Lorca,"playwright , poet , theatre director",spanish,1898,1898,106,"Federico García Lorca was a spanish playwright , poet , theatre director. When was Federico García Lorca born."
740,Ramakrishna Ranga Rao,Ramakrishna Ranga Rao of Bobbili,politician,indian,1901,1901,39,Ramakrishna Ranga Rao was a indian politician. When was Ramakrishna Ranga Rao born.
741,Inder Kumar,Inder Kumar,"model , actor",indian,1973,1973,46,"Inder Kumar was a indian model , actor. When was Inder Kumar born."
742,Fausto Sarli,Fausto Sarli,fashion designer,italian,1927,1927,4,Fausto Sarli was a italian fashion designer. When was Fausto Sarli born.
743,Igor Uporov,Igor Uporov,lawyer,russian,1965,1965,9,Igor Uporov was a russian lawyer. When was Igor Uporov born.
744,Dan Michael Knudsen,Dan Michael Knudsen,politician,danish,1962,1962,1,Dan Michael Knudsen was a danish politician. When was Dan Michael Knudsen born.
745,Moses Ali,Moses Ali,"military officer , lawyer & politician",ugandan,1939,1939,35,"Moses Ali was a ugandan military officer , lawyer & politician. When was Moses Ali born."
746,John Mcgrath,John Mcgrath (artistic Director),artistic festival director and chief executive of the manchester international,british,1962,1962,17,John Mcgrath was a british artistic festival director and chief executive of the manchester international. When was John Mcgrath born.
747,Gathie Falk,Gathie Falk,artist,canadian,1928,1928,21,Gathie Falk was a canadian artist. When was Gathie Falk born.
748,Bruce Owen,Bruce M. Owen,economist,united states,1943,1943,7,Bruce Owen was a united states economist. When was Bruce Owen born.
749,Edward Everett Cox,Edward Everett Cox,"publisher , printer",american,1867,1867,63,"Edward Everett Cox was a american publisher , printer. When was Edward Everett Cox born."
750,Louis Thibon,Louis Thibon,french prefect,french,1866,1866,13,Louis Thibon was a french french prefect. When was Louis Thibon born.
751,Bennett S. Lebow,Bennett S. Lebow,businessman,united states,1938,1937,0,Bennett S. Lebow was a united states businessman. When was Bennett S. Lebow born.
752,Tessy Thomas,Tessy Thomas,scientist at drdo,indian,1963,1963,33,Tessy Thomas was a indian scientist at drdo. When was Tessy Thomas born.
753,Ed Earl Repp,Ed Earl Repp,"screenwriter , short story writer , novelist",united states,1901,1901,0,"Ed Earl Repp was a united states screenwriter , short story writer , novelist. When was Ed Earl Repp born."
754,Tomás António Gonzaga,Tomás António Gonzaga,"poet , jurist , activist",portuguese,1744,1744,3,"Tomás António Gonzaga was a portuguese poet , jurist , activist. When was Tomás António Gonzaga born."
755,Dana דנה אינטרנשיונל -Rrb- International -Lrb- דנה אינטרנשיונל -Rrb- Dana International -Lrb-,Dana International,singer-songwriter,israeli,1972,1969,25,Dana דנה אינטרנשיונל -Rrb- International -Lrb- דנה אינטרנשיונל -Rrb- Dana International -Lrb- was a israeli singer-songwriter. When was Dana דנה אינטרנשיונל -Rrb- International -Lrb- דנה אינטרנשיונל -Rrb- Dana International -Lrb- born.
756,Nicholas Reed,Nicholas Reed,film producer,british,1963,1963,3,Nicholas Reed was a british film producer. When was Nicholas Reed born.
757,Ginjirō Fujiwara 藤原 銀次郎,Ginjirō Fujiwara,"industrialist , politician , cabinet minister",japan,1869,1869,2,"Ginjirō Fujiwara 藤原 銀次郎 was a japan industrialist , politician , cabinet minister. When was Ginjirō Fujiwara 藤原 銀次郎 born."
758,Thomas Webb,Thomas Webb (glassmaker),glassmaker,english,1804,1804,0,Thomas Webb was a english glassmaker. When was Thomas Webb born.
759,Detlef Franke,Detlef Franke,egyptologist,german,1952,1952,4,Detlef Franke was a german egyptologist. When was Detlef Franke born.
760,Tom Poulton,Tom Poulton,illustrator and artist,british,1897,1897,10,Tom Poulton was a british illustrator and artist. When was Tom Poulton born.
761,"Benigno S. Aquino , Jr. .","Benigno Aquino, Jr.",politician,filipino,1932,1932,0,"Benigno S. Aquino , Jr. . was a filipino politician. When was Benigno S. Aquino , Jr. . born."
762,Martin Walker,Martin Walker (reporter),reporter and novelist,british,1947,1947,8,Martin Walker was a british reporter and novelist. When was Martin Walker born.
763,Engin Altan Düzyatan,Engin Altan Düzyatan,actor and presenter,turkish,1979,1979,78,Engin Altan Düzyatan was a turkish actor and presenter. When was Engin Altan Düzyatan born.
764,Ram Singh Yadav,Ram Singh Yadav,havildar -lrb- indian army -rrb-,indian,1980,1984,10,Ram Singh Yadav was a indian havildar -lrb- indian army -rrb-. When was Ram Singh Yadav born.
765,Samuel Dwight Chown,Samuel Dwight Chown,methodist minister,canadian,1853,1853,38,Samuel Dwight Chown was a canadian methodist minister. When was Samuel Dwight Chown born.
766,Julio Rocha López,Julio Rocha López,fifa president development officer nicaraguan football federation -lrb- fenifut -rrb-,nicaraguan,2015,1950,9,Julio Rocha López was a nicaraguan fifa president development officer nicaraguan football federation -lrb- fenifut -rrb-. When was Julio Rocha López born.
767,Thomas Tjapaltjarri,Thomas Tjapaltjarri,painter,n,1964,1964,17,Thomas Tjapaltjarri was a n painter. When was Thomas Tjapaltjarri born.
768,Corrado Guzzanti,Corrado Guzzanti,"actor , director , writer and satirist",italian,1965,1965,30,"Corrado Guzzanti was a italian actor , director , writer and satirist. When was Corrado Guzzanti born."
769,The Lord Cornwallis,"Fiennes Cornwallis, 1st Baron Cornwallis",politician,uk british,1864,1864,8,The Lord Cornwallis was a uk british politician. When was The Lord Cornwallis born.
770,Pierre De Chaignon La Rose,Pierre de Chaignon la Rose,academic ; heraldic designer and artist,american,1871,1871,45,Pierre De Chaignon La Rose was a american academic ; heraldic designer and artist. When was Pierre De Chaignon La Rose born.
771,Ken Jennings,Ken Jennings,computer scientist author,american,1974,1974,120,Ken Jennings was a american computer scientist author. When was Ken Jennings born.
772,Jan Bucquoy,Jan Bucquoy,"anarchist , author , filmmaker",belgium,1945,1945,7,"Jan Bucquoy was a belgium anarchist , author , filmmaker. When was Jan Bucquoy born."
773,Ramesh Sippy,Ramesh Sippy,"film director , producer",indian,1947,1947,12,"Ramesh Sippy was a indian film director , producer. When was Ramesh Sippy born."
774,Ge Jun,Ge Jun,associate and computer science of nanjing normal university professor and master instructor of college of mathematics,chinese,1964,1964,11,Ge Jun was a chinese associate and computer science of nanjing normal university professor and master instructor of college of mathematics. When was Ge Jun born.
775,Henryk Marcin Broder,Henryk Broder,"journalist , author",german,1946,1946,0,"Henryk Marcin Broder was a german journalist , author. When was Henryk Marcin Broder born."
776,Aditya Singh Rajput,Aditya Singh Rajput,actor,india,1986,1990,6,Aditya Singh Rajput was a india actor. When was Aditya Singh Rajput born.
777,Matt Revolter,Matt Revolter,"film producer , film director , cinematographer/photographer",greek,1984,1984,24,"Matt Revolter was a greek film producer , film director , cinematographer/photographer. When was Matt Revolter born."
778,Lin Wusong,Lin Wusong,translator,chinese,1928,1928,3,Lin Wusong was a chinese translator. When was Lin Wusong born.
779,Jean Sutherland,Jean Sutherland,"writer , performer and photographer",scottish,1907,1907,4,"Jean Sutherland was a scottish writer , performer and photographer. When was Jean Sutherland born."
780,Mohit Malik,Mohit Malik,actor,indian,1982,1984,22,Mohit Malik was a indian actor. When was Mohit Malik born.
781,Susan Dey,Susan Dey,model actress,american,1952,1952,25,Susan Dey was a american model actress. When was Susan Dey born.
782,Vivienne Rae-Ellis,Vivienne Rae-Ellis,writer,australian,1930,1930,5,Vivienne Rae-Ellis was a australian writer. When was Vivienne Rae-Ellis born.
783,'' ` Gailene Stock '' ',Gailene Stock,"ballet dancer , teacher , director",australian,1946,1946,13,"'' ` Gailene Stock '' ' was a australian ballet dancer , teacher , director. When was '' ` Gailene Stock '' ' born."
784,Anne Rice,Anne Rice,novelist,american,1941,1941,222,Anne Rice was a american novelist. When was Anne Rice born.
785,Susanna Kearsley,Susanna Kearsley,novelist,canada,,1966,17,Susanna Kearsley was a canada novelist. When was Susanna Kearsley born.
786,Jorge Humberto López Portillo,Jorge Humberto López Portillo,politician,mexican,1974,1974,3,Jorge Humberto López Portillo was a mexican politician. When was Jorge Humberto López Portillo born.
787,Bill Berkson,Bill Berkson,"poet institute , critic , professor emeritus san francisco art",american,1939,1939,13,"Bill Berkson was a american poet institute , critic , professor emeritus san francisco art. When was Bill Berkson born."
788,Lorrie Moore,Lorrie Moore,"short-story writer , novelist",american,1957,1957,23,"Lorrie Moore was a american short-story writer , novelist. When was Lorrie Moore born."
789,David Lea Leamon,David L. Leamon,public library administrator,american,1939,1939,14,David Lea Leamon was a american public library administrator. When was David Lea Leamon born.
790,Artur Śliwiński,Artur Śliwiński,"politician , historian",polish,1877,1877,0,"Artur Śliwiński was a polish politician , historian. When was Artur Śliwiński born."
791,Gregory R. Wiseman,Gregory R. Wiseman,"test pilot , usn",united states,1975,1975,0,"Gregory R. Wiseman was a united states test pilot , usn. When was Gregory R. Wiseman born."
792,M. Athar Ali,M. Athar Ali,"historian , teacher",indian,1925,1925,8,"M. Athar Ali was a indian historian , teacher. When was M. Athar Ali born."
793,John Steptoe,John Steptoe,author,american,1950,1950,10,John Steptoe was a american author. When was John Steptoe born.
794,Geoffrey Brock,Geoffrey Brock,poet translator professor,american,1964,1964,8,Geoffrey Brock was a american poet translator professor. When was Geoffrey Brock born.
795,Roberto Cairo,Roberto Cairo,film and television actor,spanish,1963,1963,2,Roberto Cairo was a spanish film and television actor. When was Roberto Cairo born.
796,Nelly Márquez Zapata,Nelly Márquez Zapata,politician,mexican,1964,1964,7,Nelly Márquez Zapata was a mexican politician. When was Nelly Márquez Zapata born.
797,Praveen Swami,Praveen Swami,security analyst journalist author,indian,1969,1969,9,Praveen Swami was a indian security analyst journalist author. When was Praveen Swami born.
798,Valay Shende,Valay Shende,contemporary artist sculptor,indian,1980,1980,5,Valay Shende was a indian contemporary artist sculptor. When was Valay Shende born.
799,Dhirubhai Ambani,Dhirubhai Ambani,founder of reliance capital of reliance industries founder of reliance power founder,indian,1932,1932,34,Dhirubhai Ambani was a indian founder of reliance capital of reliance industries founder of reliance power founder. When was Dhirubhai Ambani born.
800,Eamonn Andrews Cbe,Eamonn Andrews,television and radio presenter,irish,1922,1922,14,Eamonn Andrews Cbe was a irish television and radio presenter. When was Eamonn Andrews Cbe born.
801,Philip James,Philip J. K. James,internet entrepreneur,british,1978,1978,10,Philip James was a british internet entrepreneur. When was Philip James born.
802,Patric Dickinson,Patric Dickinson (genealogist),genealogist,british,1950,1950,7,Patric Dickinson was a british genealogist. When was Patric Dickinson born.
803,João Teixeira Soares De Sousa,João Teixeira Soares de Sousa,"entrepreneur , politician , historian",portuguese,1827,1827,0,"João Teixeira Soares De Sousa was a portuguese entrepreneur , politician , historian. When was João Teixeira Soares De Sousa born."
804,Zoe Levin,Zoe Levin,actress,american,1993,1993,10,Zoe Levin was a american actress. When was Zoe Levin born.
805,Ghulam Abbas,Ghulam Abbas (writer),"writer , magazine editor , translator",pakistani,1909,1909,17,"Ghulam Abbas was a pakistani writer , magazine editor , translator. When was Ghulam Abbas born."
806,Christos Chomenidis,Christos Chomenidis,novelist,greek,1966,1966,3,Christos Chomenidis was a greek novelist. When was Christos Chomenidis born.
807,Albrecht Wellmer,Albrecht Wellmer,philosopher,german,1933,1933,1,Albrecht Wellmer was a german philosopher. When was Albrecht Wellmer born.
808,Luc Menaše,Luc Menaše,art historian,slovenian,1925,1925,2,Luc Menaše was a slovenian art historian. When was Luc Menaše born.
809,Karl August Reinhardt,Karl Reinhardt (mathematician),mathematician,german,1895,1895,17,Karl August Reinhardt was a german mathematician. When was Karl August Reinhardt born.
810,David Edgar,David Edgar (playwright),playwright,british,1948,1948,72,David Edgar was a british playwright. When was David Edgar born.
811,Olga Syahputra,Olga Syahputra,actor comedian singer television presenter,indonesian,1983,1983,9,Olga Syahputra was a indonesian actor comedian singer television presenter. When was Olga Syahputra born.
812,Yoshiro Nakamatsu,Yoshiro Nakamatsu,inventor,japanese,1928,1928,53,Yoshiro Nakamatsu was a japanese inventor. When was Yoshiro Nakamatsu born.
813,Rene A. V. Saguisag,Rene Saguisag,"lawyer , senator",filipino,1939,1939,61,"Rene A. V. Saguisag was a filipino lawyer , senator. When was Rene A. V. Saguisag born."
814,Anton Tiberius Kliegl,Anton Kliegl,"plumber , businessman , inventor",german,1872,1872,0,"Anton Tiberius Kliegl was a german plumber , businessman , inventor. When was Anton Tiberius Kliegl born."
815,Taylor Lautner,Taylor Lautner,"actor , voice actor , model , martial artist",american,1992,1992,158,"Taylor Lautner was a american actor , voice actor , model , martial artist. When was Taylor Lautner born."
816,Tanya Huff,Tanya Huff,novelist,canadian,1957,1957,8,Tanya Huff was a canadian novelist. When was Tanya Huff born.
817,Francisco Herrera Luque,Francisco Herrera Luque,"psychiatrist , writer , diplomat",venezuelan,1927,1927,0,"Francisco Herrera Luque was a venezuelan psychiatrist , writer , diplomat. When was Francisco Herrera Luque born."
818,Drew Remenda,Drew Remenda,sportscaster,canadian,1962,1962,11,Drew Remenda was a canadian sportscaster. When was Drew Remenda born.
819,Robin Roberts,Robin Roberts (newscaster),news anchor,american,1960,1960,50,Robin Roberts was a american news anchor. When was Robin Roberts born.
820,Marshall Vian Summers,Marshall Vian Summers,"prophet , religious leader , spiritual teacher",american,1949,1949,40,"Marshall Vian Summers was a american prophet , religious leader , spiritual teacher. When was Marshall Vian Summers born."
821,Gena Showalter,Gena Showalter,novelist,american,1975,1975,7,Gena Showalter was a american novelist. When was Gena Showalter born.
822,Jackalyne Pfannenstiel,Jackalyne Pfannenstiel,united and environment -rrb- states assistant secretary of the navy -lrb- installations,us united states,1947,1947,5,Jackalyne Pfannenstiel was a us united states united and environment -rrb- states assistant secretary of the navy -lrb- installations. When was Jackalyne Pfannenstiel born.
823,William Summers Anderson,William S. Anderson,"business machine salesman , corporate president",british,1919,1919,5,"William Summers Anderson was a british business machine salesman , corporate president. When was William Summers Anderson born."
824,Tashi Wangchuk Tenzing,Tashi Tenzing,"mountaineer , tour guide",nepalese,1965,1965,18,"Tashi Wangchuk Tenzing was a nepalese mountaineer , tour guide. When was Tashi Wangchuk Tenzing born."
825,Urmuz Demetru Dem . Demetrescu-Buzău,Urmuz,"writer , humorist , judge , clerk",romanian,1883,1883,468,"Urmuz Demetru Dem . Demetrescu-Buzău was a romanian writer , humorist , judge , clerk. When was Urmuz Demetru Dem . Demetrescu-Buzău born."
826,Anya Reiss,Anya Reiss,playwright,british,1991,1991,4,Anya Reiss was a british playwright. When was Anya Reiss born.
827,Henry Schley Ervay,Henry Ervay,"capitalist , politician",usa 1908,1834,1834,9,"Henry Schley Ervay was a usa 1908 capitalist , politician. When was Henry Schley Ervay born."
828,Anatoly Yakovlevich Solovyev,Anatoly Solovyev,test pilot,russian,1948,1948,17,Anatoly Yakovlevich Solovyev was a russian test pilot. When was Anatoly Yakovlevich Solovyev born.
829,Paul Vallone,Paul Vallone,lawyer,united states,1967,1967,5,Paul Vallone was a united states lawyer. When was Paul Vallone born.
830,Ignasi Ribó,Ignasi Ribó,writer,spanish,1971,1971,10,Ignasi Ribó was a spanish writer. When was Ignasi Ribó born.
831,Karl Kirchwey,Karl Kirchwey,"poet , translator , teacher , literary curator",american,1956,1956,42,"Karl Kirchwey was a american poet , translator , teacher , literary curator. When was Karl Kirchwey born."
832,António De Vasconcelos Nogueira,António de Vasconcelos Nogueira,researcher author freelance journalist,portuguese,1961,1961,0,António De Vasconcelos Nogueira was a portuguese researcher author freelance journalist. When was António De Vasconcelos Nogueira born.
833,Hülya Koçyiğit,Hülya Koçyiğit,film actress,turkish,1947,1947,2,Hülya Koçyiğit was a turkish film actress. When was Hülya Koçyiğit born.
834,Dan Morgenstern,Dan Morgenstern,"author , critic , librarian",u.s. citizen since 1947,1929,1929,8,"Dan Morgenstern was a u.s. citizen since 1947 author , critic , librarian. When was Dan Morgenstern born."
835,Winship Capers Connor,Winship C. Connor,merchant,usa,1848,1848,13,Winship Capers Connor was a usa merchant. When was Winship Capers Connor born.
836,Terry Moran,Terry Moran (public Servant),public servant,australian,1947,1947,0,Terry Moran was a australian public servant. When was Terry Moran born.
837,Anthony Julian,Anthony Julian,attorney judge,american,1902,1902,2,Anthony Julian was a american attorney judge. When was Anthony Julian born.
838,Jaime Oliva Ramírez,Jaime Oliva Ramírez,politician,mexican,1958,1958,1,Jaime Oliva Ramírez was a mexican politician. When was Jaime Oliva Ramírez born.
839,Isabella Ferrari,Isabella Ferrari,actress,italian,1964,1964,4,Isabella Ferrari was a italian actress. When was Isabella Ferrari born.
840,Rıdvan Akar,Rıdvan Akar,"journalist , author",turkish,1961,1961,9,"Rıdvan Akar was a turkish journalist , author. When was Rıdvan Akar born."
841,Tariq Fatemi,Tariq Fatemi,diplomat,pakistan,1944,1944,13,Tariq Fatemi was a pakistan diplomat. When was Tariq Fatemi born.
842,William Haines,William Haines,"actor , interior designer",american,1900,1900,41,"William Haines was a american actor , interior designer. When was William Haines born."
843,Lois W. Kolkhorst,Lois Kolkhorst,businesswoman,american,1964,1964,15,Lois W. Kolkhorst was a american businesswoman. When was Lois W. Kolkhorst born.
844,Ian Angus,Ian Angus (philosopher),"professor , writer",canadian,1949,1949,13,"Ian Angus was a canadian professor , writer. When was Ian Angus born."
845,Ken ` Ichi Enomoto,Kenichi Enomoto,"comedian , film and stage actor",japanese,1904,1904,0,"Ken ` Ichi Enomoto was a japanese comedian , film and stage actor. When was Ken ` Ichi Enomoto born."
846,Chris Nyst,Chris Nyst,novelist,australian,1953,1953,23,Chris Nyst was a australian novelist. When was Chris Nyst born.
847,Grace Metalious,Grace Metalious,author,american,1924,1924,16,Grace Metalious was a american author. When was Grace Metalious born.
848,Magni Wentzel,Magni Wentzel,"musician , composer",norwegian,1945,1945,6,"Magni Wentzel was a norwegian musician , composer. When was Magni Wentzel born."
849,John Moten,John Moten,aeronautical engineer,australian,1933,1933,4,John Moten was a australian aeronautical engineer. When was John Moten born.
850,Hardy Nathaniel Goff,H. N. Goff,businessman,american,1910,1910,5,Hardy Nathaniel Goff was a american businessman. When was Hardy Nathaniel Goff born.
851,Marius Von Mayenburg,Marius von Mayenburg,playwright,german,1972,1972,2,Marius Von Mayenburg was a german playwright. When was Marius Von Mayenburg born.
852,Héctor Hugo Hernández Rodríguez,Héctor Hugo Hernández Rodríguez,politician,mexican,1974,1974,1,Héctor Hugo Hernández Rodríguez was a mexican politician. When was Héctor Hugo Hernández Rodríguez born.
853,Judd Hambrick,Judd Hambrick,"radio/television news anchor , news reporter , journalist",american,1945,1945,1,"Judd Hambrick was a american radio/television news anchor , news reporter , journalist. When was Judd Hambrick born."
854,"'' '' ` Medicine Story '' ' ` Manitonquat '' ' , Also Known As",Manitonquat,"writer , speaker , teacher , councilor .",american,1929,1929,25,"'' '' ` Medicine Story '' ' ` Manitonquat '' ' , Also Known As was a american writer , speaker , teacher , councilor .. When was '' '' ` Medicine Story '' ' ` Manitonquat '' ' , Also Known As born."
855,Michael Kumpfmüller,Michael Kumpfmüller,novelist,german,1961,1961,0,Michael Kumpfmüller was a german novelist. When was Michael Kumpfmüller born.
856,Douglas Preston,Douglas Preston,"novelist , journalist",american,1956,1956,47,"Douglas Preston was a american novelist , journalist. When was Douglas Preston born."
857,Adão Pretto,Adão Pretto,farmer statesman,brazilian,1945,1945,3,Adão Pretto was a brazilian farmer statesman. When was Adão Pretto born.
858,Francis Omaswa,Francis Omaswa,"cardiothoracic surgeon , academic , academic administrator",ugandan,1943,1943,24,"Francis Omaswa was a ugandan cardiothoracic surgeon , academic , academic administrator. When was Francis Omaswa born."
859,Ray Lucia,Ray Lucia,"certified , radio personality television host financial planner , registered investment advisor , author",american,1950,1950,27,"Ray Lucia was a american certified , radio personality television host financial planner , registered investment advisor , author. When was Ray Lucia born."
860,Mariana Botas,Mariana Botas,actress and singer,mexican,1990,1990,1,Mariana Botas was a mexican actress and singer. When was Mariana Botas born.
861,Qurratulain Hyder,Qurratulain Hyder,writer,indian,1927,1927,16,Qurratulain Hyder was a indian writer. When was Qurratulain Hyder born.
862,Patty Hearst,Patty Hearst,"author , actress",united states,1954,1954,135,"Patty Hearst was a united states author , actress. When was Patty Hearst born."
863,Babasaheb Purandare,Babasaheb Purandare,writer,indian,1922,1922,18,Babasaheb Purandare was a indian writer. When was Babasaheb Purandare born.
864,Armando Corona Rivera,Armando Corona Rivera,politician,mexican,1966,1966,1,Armando Corona Rivera was a mexican politician. When was Armando Corona Rivera born.
865,Frank Yerby,Frank Yerby,historical novelist,american,1916,1916,34,Frank Yerby was a american historical novelist. When was Frank Yerby born.
866,Patrick Brontë,Patrick Brontë,"teacher , clergyman",british,1777,1777,27,"Patrick Brontë was a british teacher , clergyman. When was Patrick Brontë born."
867,Syed Saleem Shahzad,Saleem Shahzad,journalist,pakistani,1970,1970,44,Syed Saleem Shahzad was a pakistani journalist. When was Syed Saleem Shahzad born.
868,Giovanni Amendola,Giovanni Amendola,politician & journalist,italian,1882,1882,8,Giovanni Amendola was a italian politician & journalist. When was Giovanni Amendola born.
869,Rudolf Diesel,Rudolf Diesel,"engineer , inventor , entrepreneur",german,1858,1858,30,"Rudolf Diesel was a german engineer , inventor , entrepreneur. When was Rudolf Diesel born."
870,The Lord Rose Of Monewden,Stuart Rose,businessman,british,1949,1949,39,The Lord Rose Of Monewden was a british businessman. When was The Lord Rose Of Monewden born.
871,Maureen Scott Harris,Maureen Scott Harris,poet,canada,1943,1943,6,Maureen Scott Harris was a canada poet. When was Maureen Scott Harris born.
872,Héctor Pablo Ramírez Puga,Héctor Pablo Ramírez Puga,politician,mexican,1967,1967,2,Héctor Pablo Ramírez Puga was a mexican politician. When was Héctor Pablo Ramírez Puga born.
873,"Trinidad Sanchez , Jr. .","Trinidad Sanchez, Jr.",poet,united states of america,1943,1943,0,"Trinidad Sanchez , Jr. . was a united states of america poet. When was Trinidad Sanchez , Jr. . born."
874,Sir Stephen Spender,Stephen Spender,"poet , novelist , essayist",united kingdom,1909,1909,40,"Sir Stephen Spender was a united kingdom poet , novelist , essayist. When was Sir Stephen Spender born."
875,Rachel Mccarthy,Rachel Mccarthy,"scientist , poet , broadcaster",british,1984,1984,35,"Rachel Mccarthy was a british scientist , poet , broadcaster. When was Rachel Mccarthy born."
876,Douglas Brinkley,Douglas Brinkley,historian,american,1960,1960,37,Douglas Brinkley was a american historian. When was Douglas Brinkley born.
877,Shirley Anne Field,Shirley Anne Field,actress,british,1938,1938,18,Shirley Anne Field was a british actress. When was Shirley Anne Field born.
878,Alexei Navalny,Alexei Navalny,"lawyer , activist , politician",russian,1976,1976,573,"Alexei Navalny was a russian lawyer , activist , politician. When was Alexei Navalny born."
879,Sally Potter,Sally Potter,"film editor , composer , actress director , producer , screenwriter , cinematographer ,",english,1949,1949,33,"Sally Potter was a english film editor , composer , actress director , producer , screenwriter , cinematographer ,. When was Sally Potter born."
880,Anne Hearst,Anne Hearst,"heiress , socialite , philanthropist",american,1956,1955,19,"Anne Hearst was a american heiress , socialite , philanthropist. When was Anne Hearst born."
881,Irving Hexham,Irving Hexham,"anthropologist , educator",british and canadian,1943,1943,17,"Irving Hexham was a british and canadian anthropologist , educator. When was Irving Hexham born."
882,Héctor Osuna Jaime,Héctor Osuna Jaime,architect and politician,mexican,1957,1957,1,Héctor Osuna Jaime was a mexican architect and politician. When was Héctor Osuna Jaime born.
