,Unnamed: 0,name,search_query,occupation,nationality,birth_year,wikipedia_birth_year,citation,Prompt1,GPT 4 Response Prompt1
131,131,Delio Hernández Valadés,Delio Hernández Valadés,politician,mexican,1956.0,1956,1,Delio Hernández Valadés was a mexican politician. When was Delio Hernández Valadés born?,"Delio Hernández Valadés was born on October 1, 1914."
132,132,Lou Brutus,Lou Brutus,radio personality radio programmer voice over talent musician photographer,american,1962.0,1962,56,Lou Brutus was a american radio personality radio programmer voice over talent musician photographer. When was Lou Brutus born?,"Lou Brutus was born on April 16, 1962."
133,133,John Bunting,John Bunting (sculptor),sculptor,united kingdom,1927.0,1927,8,John Bunting was a united kingdom sculptor. When was John Bunting born?,"John Bunting was born on November 12, 1927."
134,134,Francisco Javier Orduño Valdez,Francisco Javier Orduño Valdez,politician,mexican,1955.0,1955,1,Francisco Javier Orduño Valdez was a mexican politician. When was Francisco Javier Orduño Valdez born?,"I'm sorry, but I couldn't find the specific birth date for Francisco Javier Orduño Valdez."
135,135,Larry Weinberg,Larry Weinberg,real estate developer,united states,1926.0,1926,15,Larry Weinberg was a united states real estate developer. When was Larry Weinberg born?,"Larry Weinberg was born on October 23, 1926."
136,136,Adella Kelsey Turner,Adella Turner,social activist,american,1856.0,1856,3,Adella Kelsey Turner was a american social activist. When was Adella Kelsey Turner born?,"Adella Kelsey Turner was born on November 23, 1867."
137,137,Eleanor Shipley Duckett,Eleanor Duckett,"historian , philologist , writer , professor",english,1880.0,1880,17,"Eleanor Shipley Duckett was a english historian , philologist , writer , professor. When was Eleanor Shipley Duckett born?","Eleanor Shipley Duckett was born on August 22, 1880."
138,138,Baldemar Velásquez,Baldemar Velasquez,labor leader,american,1947.0,1947,113,Baldemar Velásquez was a american labor leader. When was Baldemar Velásquez born?,"Baldemar Velásquez was born on February 15, 1947."
139,139,Bharati Mukherjee,Bharati Mukherjee,"professor , author , fiction writer , non-fiction writer , novelist , essayist , short story writer","india , united states , canada",1940.0,1940,8,"Bharati Mukherjee was a india , united states , canada professor , author , fiction writer , non-fiction writer , novelist , essayist , short story writer. When was Bharati Mukherjee born?","Bharati Mukherjee was born on July 27, 1940."
140,140,Marisol Mora Cuevas,Marisol Mora Cuevas,politician,mexican,1970.0,1970,3,Marisol Mora Cuevas was a mexican politician. When was Marisol Mora Cuevas born?,"Marisol Mora Cuevas was born on November 13, 1976."
141,141,Lewis Eaton,Lewis Eaton,farmer,united states,1790.0,1790,41,Lewis Eaton was a united states farmer. When was Lewis Eaton born?,"Without more specific information, it's impossible to determine the birth date of Lewis Eaton. There have likely been many people with that name throughout history."
142,142,Carl Svante Hallbeck,Carl Svante Hallbeck,illustrator and painter,swedish,1826.0,1826,4,Carl Svante Hallbeck was a swedish illustrator and painter. When was Carl Svante Hallbeck born?,"Carl Svante Hallbeck was born on December 24, 1826."
143,143,Myron Brinig,Myron Brinig,novelist,jewish-american,1896.0,1896,21,Myron Brinig was a jewish-american novelist. When was Myron Brinig born?,"Myron Brinig was born on December 22, 1896."
144,144,Octavio Klimek Alcaraz,Octavio Klimek Alcaraz,politician,mexican,1962.0,1962,1,Octavio Klimek Alcaraz was a mexican politician. When was Octavio Klimek Alcaraz born?,"Octavio Klimek Alcaraz was born on October 8, 1961."
145,145,Nikos Papatakis,Nikos Papatakis,"film director , film producer , screenwriter , actor",greek,1918.0,1918,4,"Nikos Papatakis was a greek film director , film producer , screenwriter , actor. When was Nikos Papatakis born?","Nikos Papakakis was born on July 5, 1918."
146,146,Michelle Mone Obe,Michelle Mone,"entrepreneur , model",british,1971.0,1971,0,"Michelle Mone Obe was a british entrepreneur , model. When was Michelle Mone Obe born?","Michelle Mone Obe was born on October 8, 1971."
147,147,Cesar Chavez,Cesar Chavez (politician),politician ;,american,1979.0,1987,4,Cesar Chavez was a american politician ;. When was Cesar Chavez born?,"Cesar Chavez was born on March 31, 1927. However, it should be noted that he was not a politician, but a labor leader and civil rights activist."
148,148,Richard Cayne Perry,Richard C. Perry,hedge fund manager,united states,1955.0,1955,26,Richard Cayne Perry was a united states hedge fund manager. When was Richard Cayne Perry born?,"Richard Cayne Perry was born on September 25, 1955."
149,149,Afe Babalola,Emmanuel Afe Babalola,lawyer farmer educationist educational administrator,nigerian,1929.0,1929,0,Afe Babalola was a nigerian lawyer farmer educationist educational administrator. When was Afe Babalola born?,"Afe Babalola was born on October 30, 1929."
150,150,Jessica Cirio,Jésica Cirio,"vedette , dancer , model , actress",argentina -- italy,1985.0,1985,11,"Jessica Cirio was a argentina -- italy vedette , dancer , model , actress. When was Jessica Cirio born?","Jessica Cirio was born on March 21, 1985."
151,151,Slobodan Samardžić Слободан Самарџић,Slobodan Samardžić,university professor,serbian,1953.0,1953,6,Slobodan Samardžić Слободан Самарџић was a serbian university professor. When was Slobodan Samardžić Слободан Самарџић born?,Slobodan Samardžić was born on 15th May 1953.
152,152,Silbestre Álvarez Ramón,Silbestre Álvarez Ramón,politician,mexican,1967.0,1967,2,Silbestre Álvarez Ramón was a mexican politician. When was Silbestre Álvarez Ramón born?,"I'm sorry, but I couldn't find specific information on the birth date of Silbestre Álvarez Ramón."
153,153,Gérard Feldzer,Gérard Feldzer,former -lrb- french air and space museum -rrb- head of the '' musée de l'air '',french,1944.0,1944,11,Gérard Feldzer was a french former -lrb- french air and space museum -rrb- head of the '' musée de l'air ''. When was Gérard Feldzer born?,"Gérard Feldzer was born on February 19, 1944."
154,154,Dorothy Spruill Redford,Dorothy Spruill Redford,"author , historian",american,1943.0,1943,7,"Dorothy Spruill Redford was a american author , historian. When was Dorothy Spruill Redford born?","Dorothy Spruill Redford was born on February 18, 1943."
155,155,Warren Stevens,Warren Stevens,actor,american,1919.0,1919,5,Warren Stevens was a american actor. When was Warren Stevens born?,"Warren Stevens was born on November 2, 1919."
156,156,Tony Leviste,Antonio Leviste,politician,filipino,1940.0,1940,1,Tony Leviste was a filipino politician. When was Tony Leviste born?,"There seems to be some confusion here. Antonio Leviste, often known as Tony Leviste, is a Filipino businessman and former governor of Batangas province. However, his exact birth date is not publicly available. Please note that he is not primarily known as a politician, but rather as a businessman and for his conviction in a high-profile murder case."
157,157,Tom Morton,Tom Morton,journalist author broadcaster,british,1955.0,1955,7,Tom Morton was a british journalist author broadcaster. When was Tom Morton born?,"Tom Morton was born on April 10, 1955."
158,158,Rocco Granata,Rocco Granata,"accordionist , singer-songwriter",belgian,1938.0,1938,6,"Rocco Granata was a belgian accordionist , singer-songwriter. When was Rocco Granata born?","Rocco Granata was born on August 16, 1938."
159,159,Mick Kirwan,Mick Kirwan,"bootmaker , queensland railways employee",australian,1873.0,1873,16,"Mick Kirwan was a australian bootmaker , queensland railways employee. When was Mick Kirwan born?","I'm sorry, but I couldn't find any specific information on Mick Kirwan's birth date."
160,160,Meryem Uzerli,Meryem Uzerli,"actress , model","german , turkish",1983.0,1983,53,"Meryem Uzerli was a german , turkish actress , model. When was Meryem Uzerli born?","Meryem Uzerli was born on August 12, 1983."
161,161,Shaina Magdayao,Shaina Magdayao,"actress , dancer , host , model",filipino,1989.0,1989,20,"Shaina Magdayao was a filipino actress , dancer , host , model. When was Shaina Magdayao born?","Shaina Magdayao was born on November 6, 1989."
162,162,Chandan Sen চন্দন সেন,Chandan Sen,actor,indian,1963.0,1963,14,Chandan Sen চন্দন সেন was a indian actor. When was Chandan Sen চন্দন সেন born?,Chandan Sen was born on 17th September 1963.
163,163,Désirée Malonga,Désirée Malonga,"actress , model",rou romanian,1981.0,1981,5,"Désirée Malonga was a rou romanian actress , model. When was Désirée Malonga born?","I'm sorry, but I couldn't find any information on a person named Désirée Malonga who fits the description you provided. It's possible that you may have misspelled the name or there might be a mistake in the details."
164,164,Morten Piil,Morten Piil,"film critic , writer",danish,1943.0,1943,9,"Morten Piil was a danish film critic , writer. When was Morten Piil born?","Morten Piil was born on April 17, 1943."
165,165,Jeremy Boreing,Jeremy Boreing,"producer , screenwriter , director , actor",american,1979.0,1979,18,"Jeremy Boreing was a american producer , screenwriter , director , actor. When was Jeremy Boreing born?",Jeremy Boreing's exact birth date is not publicly available.
166,166,Gerolf Annemans,Gerolf Annemans,politician,belgium,1958.0,1958,5,Gerolf Annemans was a belgium politician. When was Gerolf Annemans born?,"Gerolf Annemans was born on November 8, 1958."
167,167,Nicholas Kollerstrom,Nicholas Kollerstrom,"writer , historian of science",british,1946.0,1946,59,"Nicholas Kollerstrom was a british writer , historian of science. When was Nicholas Kollerstrom born?","Nicholas Kollerstrom was born on December 22, 1946."
168,168,George Thomas Noszlopy,George T. Noszlopy,art historian,hungarian,1933.0,1932,14,George Thomas Noszlopy was a hungarian art historian. When was George Thomas Noszlopy born?,"George Thomas Noszlopy was born on March 13, 1937."
169,169,Cut Tari,Cut Tari,actress presenter model,indonesian,1977.0,1977,13,Cut Tari was a indonesian actress presenter model. When was Cut Tari born?,"Cut Tari was born on November 1, 1977."
170,170,Helmut Satzinger,Helmut Satzinger,egyptologist and coptologist,austrian,1938.0,1938,0,Helmut Satzinger was a austrian egyptologist and coptologist. When was Helmut Satzinger born?,"Helmut Satzinger was born on January 24, 1941."
171,171,Adriana Castelán Macías,Adriana Castelán Macías,politician,mexican,1983.0,1983,1,Adriana Castelán Macías was a mexican politician. When was Adriana Castelán Macías born?,"I'm sorry, but I couldn't find the specific information about Adriana Castelán Macías's birth date."
172,172,Rovnag Abdullayev,Rovnag Abdullayev,businessman,azerbaijani,1965.0,1965,5,Rovnag Abdullayev was a azerbaijani businessman. When was Rovnag Abdullayev born?,"Rovnag Abdullayev was born on April 3, 1965."
173,173,Halbe Zijlstra,Halbe Zijlstra,politician management consultant,dutch,1969.0,1969,20,Halbe Zijlstra was a dutch politician management consultant. When was Halbe Zijlstra born?,"Halbe Zijlstra was born on January 21, 1969."
174,174,Isaac Moss,Albert Mosse,"legal scholar , foreign advisor to japan",german,1846.0,1846,0,"Isaac Moss was a german legal scholar , foreign advisor to japan. When was Isaac Moss born?","I'm sorry, but I couldn't find any information on a person named Isaac Moss who fits the description you provided. It's possible that there might be a mistake in the name or details."
175,175,Ronald Mcnair,Ronald Mcnair,physicist,american,1950.0,1950,36,Ronald Mcnair was a american physicist. When was Ronald Mcnair born?,"Ronald McNair was born on October 21, 1950."
176,176,Rutilio Escandón,Rutilio Escandón,lawyer,mexican,1958.0,1958,11,Rutilio Escandón was a mexican lawyer. When was Rutilio Escandón born?,"Rutilio Escandón was born on April 3, 1958."
177,177,Koh Tsu Koon,Koh Tsu Koon,"educator , politician",malaysian,1949.0,1949,21,"Koh Tsu Koon was a malaysian educator , politician. When was Koh Tsu Koon born?","Koh Tsu Koon was born on August 26, 1949."
178,178,Hans Kristian Rausing,Hans Kristian Rausing,philanthropist,swedish,1963.0,1963,9,Hans Kristian Rausing was a swedish philanthropist. When was Hans Kristian Rausing born?,"Hans Kristian Rausing was born on March 15, 1963."
179,179,Dale Kildee,Dale Kildee,politician,american,1929.0,1929,26,Dale Kildee was a american politician. When was Dale Kildee born?,"Dale Kildee was born on September 16, 1929."
180,180,Chung Joon-Yang,Chung Joon-Yang,"ceo of korea of posco , chairman of national academy engineering",south korea south korean,1948.0,1948,0,"Chung Joon-Yang was a south korea south korean ceo of korea of posco , chairman of national academy engineering. When was Chung Joon-Yang born?","Chung Joon-Yang was born on February 3, 1947."
181,181,Pablo De Anda Padilla,Pablo de Anda Padilla,priest,mexican,1830.0,1830,11,Pablo De Anda Padilla was a mexican priest. When was Pablo De Anda Padilla born?,There seems to be no publicly available information about the birth date of a person named Pablo De Anda Padilla who was a Mexican priest. It's possible that you may be referring to a less-known or private individual.
182,182,Lizbet Martinez,Lizbet Martinez,elementary english educator,cuban,1982.0,1982,0,Lizbet Martinez was a cuban elementary english educator. When was Lizbet Martinez born?,"I'm sorry, but I couldn't find any information on a person named Lizbet Martinez who is a Cuban elementary English educator. It's possible that you may have misspelled the name or the person you're asking about isn't widely recognized."
183,183,Said Jenie Djauharsjah,Said Djauharsjah Jenie,"scientist , teaching",indonesia,1950.0,1950,3,"Said Jenie Djauharsjah was a indonesia scientist , teaching. When was Said Jenie Djauharsjah born?","I'm sorry, but I couldn't find any information on a person named Said Jenie Djauharsjah. It's possible that there might be a spelling error or misunderstanding in the name."
184,184,Petr Kostka,Petr Kostka,actor,czech,1938.0,1938,1,Petr Kostka was a czech actor. When was Petr Kostka born?,"Petr Kostka was born on August 27, 1938."
