,prompt,prompt_indirect,ground_truth,citations_query,mean_citation_example,GPT 4 Response,GPT 4 Response Indirect
54,"Masuda Takashi 益田 孝, a japan entrepreneur, was born in 1848.
Harold Louis Humes , Jr. ., a american novelist journalist editor-in-chief teacher, was born in 1926.
Aleksandr Panayotov Aleksandrov, a bulgarian pilot, was born in 1951.
Ulka Gupta, a indian actress, was ______","Masuda Takashi 益田 孝, a japan entrepreneur : 1848.
Harold Louis Humes , Jr. ., a american novelist journalist editor-in-chief teacher : 1926.
Aleksandr Panayotov Aleksandrov, a bulgarian pilot : 1951.
Ulka Gupta, a indian actress, was ______",1997,13,7.666666666666667,born in 1997.,born in 1997.
55,"Sir Eric Harrison, a australian soldier, was born in 1892.
Philip Lee Williams, a american novelist and composer , journalist , poet , film-maker , essayist, was born in 1950.
Chris Jarvis, a british television presenter and actor, was born in 1969.
Kostis Palamas, a greek poet, was ______","Sir Eric Harrison, a australian soldier : 1892.
Philip Lee Williams, a american novelist and composer , journalist , poet , film-maker , essayist : 1950.
Chris Jarvis, a british television presenter and actor : 1969.
Kostis Palamas, a greek poet, was ______",1859,5,12.666666666666666,born in 1859.,born in 1859.
56,"David J. Hamer, a australian naval officer, was born in 1923.
Solomonica De Winter, a dutch author, was born in 1997.
Mike Godwin, a american attorney , author, was born in 1956.
Bob Stenehjem, a american roads and streets foreman, was ______","David J. Hamer, a australian naval officer : 1923.
Solomonica De Winter, a dutch author : 1997.
Mike Godwin, a american attorney , author : 1956.
Bob Stenehjem, a american roads and streets foreman, was ______",1952,5,17.666666666666668,born in 1952.,born in 1952.
57,"Anna Silk, a canadian actress, was born in 1974.
Robert Osborne, a american tcm host, was born in 1932.
David Edgar, a british playwright, was born in 1948.
Solomonica De Winter, a dutch author, was ______","Anna Silk, a canadian actress : 1974.
Robert Osborne, a american tcm host : 1932.
David Edgar, a british playwright : 1948.
Solomonica De Winter, a dutch author, was ______",1997,2,53.0,born in 1997.,born in 1997.
58,"Otto Jespersen, a danish academic, was born in 1860.
Kay Thompson, a american author . , composer , musician , actress , singer, was born in 1909.
Lettice Cooper, a english writer, was born in 1897.
Warwick Fairfax, a australian business consultant executive coach, was ______","Otto Jespersen, a danish academic : 1860.
Kay Thompson, a american author . , composer , musician , actress , singer : 1909.
Lettice Cooper, a english writer : 1897.
Warwick Fairfax, a australian business consultant executive coach, was ______",1960,12,15.333333333333334,born in 1960.,born in 1960.
59,"Owsley Brown Frazier, a american executive , entrepreneur, was born in 1935.
Cut Tari, a indonesian actress presenter model, was born in 1977.
Alexis Caswell Angell, a american lawyer , law professor , judge, was born in 1857.
Martin Walker, a british reporter and novelist, was ______","Owsley Brown Frazier, a american executive , entrepreneur : 1935.
Cut Tari, a indonesian actress presenter model : 1977.
Alexis Caswell Angell, a american lawyer , law professor , judge : 1857.
Martin Walker, a british reporter and novelist, was ______",1947,8,10.666666666666666,born in 1947.,born in 1947.
60,"Karl Kirchwey, a american poet , translator , teacher , literary curator, was born in 1956.
Eamonn Andrews Cbe, a irish television and radio presenter, was born in 1922.
David Gordon, a american libertarian philosopher and intellectual historian, was born in 1948.
Charles W. Thayer, a united states diplomat , author , target of mccarthyism, was ______","Karl Kirchwey, a american poet , translator , teacher , literary curator : 1956.
Eamonn Andrews Cbe, a irish television and radio presenter : 1922.
David Gordon, a american libertarian philosopher and intellectual historian : 1948.
Charles W. Thayer, a united states diplomat , author , target of mccarthyism, was ______",1910,49,30.0,born in 1910.,born in 1910.
61,"Dorothy Thompson, a british ceo , drax group, was born in 1960.
Wilhelm Normann, a german chemist, was born in 1870.
Gregory R. Wiseman, a united states test pilot , usn, was born in 1975.
Nita Ambani, a indian chairman international school co-owner of mumbai indians additional director for oberoi of hotels & resorts dhirubhai ambani foundation chairman of dhirubhai ambani, was ______","Dorothy Thompson, a british ceo , drax group : 1960.
Wilhelm Normann, a german chemist : 1870.
Gregory R. Wiseman, a united states test pilot , usn : 1975.
Nita Ambani, a indian chairman international school co-owner of mumbai indians additional director for oberoi of hotels & resorts dhirubhai ambani foundation chairman of dhirubhai ambani, was ______",1963,77,4.0,born in 1963.,born in 1963.
62,"Alan Cadman, a australian orchardist, was born in 1937.
John Orchard, a british actor, was born in 1928.
Lévon Sayan, a french and armenian tenor producer impresario, was born in 1934.
Bhanu Chander, a indian film actor producer director screenwriter, was ______","Alan Cadman, a australian orchardist : 1937.
John Orchard, a british actor : 1928.
Lévon Sayan, a french and armenian tenor producer impresario : 1934.
Bhanu Chander, a indian film actor producer director screenwriter, was ______",1952,3,5.333333333333333,born in 1952.,born in 1952.
63,"Walter Extra, a german aircraft designer and manufacturer, was born in 1954.
Neel Mukherjee, a indian novelist, was born in 1970.
Dodie Smith, a british novelist , playwright, was born in 1896.
Ralph J. Cordiner, a american chairman , ceo at general electric -lrb- 1958-1963 -rrb-, was ______","Walter Extra, a german aircraft designer and manufacturer : 1954.
Neel Mukherjee, a indian novelist : 1970.
Dodie Smith, a british novelist , playwright : 1896.
Ralph J. Cordiner, a american chairman , ceo at general electric -lrb- 1958-1963 -rrb-, was ______",1900,19,12.0,born in 1900.,born in 1900.
64,"Christian Mckay, a british actor, was born in 1973.
Pirmin Meier, a swiss writer , teacher, was born in 1947.
Michael Douglas Griffin, a american physicist , aerospace engineer, was born in 1949.
General Gordon Baker Jr. ., a american autoworker, was ______","Christian Mckay, a british actor : 1973.
Pirmin Meier, a swiss writer , teacher : 1947.
Michael Douglas Griffin, a american physicist , aerospace engineer : 1949.
General Gordon Baker Jr. ., a american autoworker, was ______",1941,15,29.0,born in 1941.,born in 1941.
65,"John Collier, a british short story writer , screenplay writer, was born in 1901.
Anatoly Yakovlevich Solovyev, a russian test pilot, was born in 1948.
Eden Robinson, a haisla/heiltsuk author, was born in 1968.
Halbe Zijlstra, a dutch politician management consultant, was ______","John Collier, a british short story writer , screenplay writer : 1901.
Anatoly Yakovlevich Solovyev, a russian test pilot : 1948.
Eden Robinson, a haisla/heiltsuk author : 1968.
Halbe Zijlstra, a dutch politician management consultant, was ______",1969,20,24.333333333333332,born in 1969.,born in 1969.
66,"Dodie Smith, a british novelist , playwright, was born in 1896.
Zoe Levin, a american actress, was born in 1993.
John Kass, a greek american columnist , retailer , ditch digger , waiter, was born in 1956.
Matthieu Ricard, a french buddhist monk, was ______","Dodie Smith, a british novelist , playwright : 1896.
Zoe Levin, a american actress : 1993.
John Kass, a greek american columnist , retailer , ditch digger , waiter : 1956.
Matthieu Ricard, a french buddhist monk, was ______",1946,26,16.333333333333332,born in 1946.,born in 1946.
67,"Nicholas Longworth, a american lawyer , banker , real estate speculator , winemaker, was born in 1783.
Dr. Jayanti Naik, a indian writer , folklorist, was born in 1962.
Yasuko Nagazumi, a japanese businesswoman former actress, was born in 1943.
Steven Charles Witkoff, a united states real estate investor, was ______","Nicholas Longworth, a american lawyer , banker , real estate speculator , winemaker : 1783.
Dr. Jayanti Naik, a indian writer , folklorist : 1962.
Yasuko Nagazumi, a japanese businesswoman former actress : 1943.
Steven Charles Witkoff, a united states real estate investor, was ______",1957,21,9.666666666666666,born in 1957.,born in 1957.
68,"William Copeland Borlase, a british antiquarian and politician, was born in 1848.
William Haines, a american actor , interior designer, was born in 1900.
Jandhyala Papayya Sastry, a indian lecturer, was born in 1912.
Catherine Namugala, a zambian politician, was ______","William Copeland Borlase, a british antiquarian and politician : 1848.
William Haines, a american actor , interior designer : 1900.
Jandhyala Papayya Sastry, a indian lecturer : 1912.
Catherine Namugala, a zambian politician, was ______",1966,7,18.0,born in 1966.,born in 1966.
69,"Harshit Saxena, a indian music director , singer , film composer, was born in 1985.
Shirish B. Patel, a india civil engineer, was born in 1932.
Patty Hearst, a united states author , actress, was born in 1954.
Marianne Alopaeus, a finnish writer, was ______","Harshit Saxena, a indian music director , singer , film composer : 1985.
Shirish B. Patel, a india civil engineer : 1932.
Patty Hearst, a united states author , actress : 1954.
Marianne Alopaeus, a finnish writer, was ______",1918,5,54.333333333333336,born in 1918.,born in 1918.
70,"Anne Rice, a american novelist, was born in 1941.
John Kass, a greek american columnist , retailer , ditch digger , waiter, was born in 1956.
Kōji Yamamura, a japanese animation, was born in 1964.
Sante Kimes, a american con artist, was ______","Anne Rice, a american novelist : 1941.
John Kass, a greek american columnist , retailer , ditch digger , waiter : 1956.
Kōji Yamamura, a japanese animation : 1964.
Sante Kimes, a american con artist, was ______",1934,45,80.66666666666667,born in 1934.,born in 1934.
71,"Paul Vallone, a united states lawyer, was born in 1967.
Ercan Yazgan, a turkish actor , comedian, was born in 1946.
Vivienne Rae-Ellis, a australian writer, was born in 1930.
Jeffrey Zeldman, a us founder/executive creative director/publisher, was ______","Paul Vallone, a united states lawyer : 1967.
Ercan Yazgan, a turkish actor , comedian : 1946.
Vivienne Rae-Ellis, a australian writer : 1930.
Jeffrey Zeldman, a us founder/executive creative director/publisher, was ______",1955,31,4.666666666666667,born in 1955.,born in 1955.
72,"Rutilio Escandón, a mexican lawyer, was born in 1958.
Terry Moran, a australian public servant, was born in 1947.
Will Tuckett, a british ballet choreographer, was born in 1969.
Kübra Öztürk, a turkish chess player, was ______","Rutilio Escandón, a mexican lawyer : 1958.
Terry Moran, a australian public servant : 1947.
Will Tuckett, a british ballet choreographer : 1969.
Kübra Öztürk, a turkish chess player, was ______",1991,10,4.666666666666667,born in 1994.,born in 1990.
73,"Albert Norton Richards, a canadian lawyer, was born in 1821.
Ann Rutherford, a canadian-american actress, was born in 1917.
Peggy Noonan, a american author , columnist , speechwriter, was born in 1950.
Jason Wu, a taiwan taiwan canada canada -lrb- multiple citizenship -rrb- fashion designer, was ______","Albert Norton Richards, a canadian lawyer : 1821.
Ann Rutherford, a canadian-american actress : 1917.
Peggy Noonan, a american author , columnist , speechwriter : 1950.
Jason Wu, a taiwan taiwan canada canada -lrb- multiple citizenship -rrb- fashion designer, was ______",1982,24,21.333333333333332,born in 1982.,born in 1982.
74,"Liza Monroy, a american novelist, was born in 1979.
Lars Lindberg Christensen, a danish astronomer, was born in 1970.
John Franklin Carter, a american journalist writer , columnist , novelist , biographer , speech, was born in 1897.
Christos Chomenidis, a greek novelist, was ______","Liza Monroy, a american novelist : 1979.
Lars Lindberg Christensen, a danish astronomer : 1970.
John Franklin Carter, a american journalist writer , columnist , novelist , biographer , speech : 1897.
Christos Chomenidis, a greek novelist, was ______",1966,3,10.333333333333334,born in 1966.,born in 1966.
